Phase,River,Date,Julian Day,ID,Discharge,Temp,pH,Cond,Alk,A254,A375,A412,A420,A440,H2O-2H,H2O-18O,DOC,DOC-13C,DOC-14C,DOC-fm,TDN,NO3,NH4,TDP,PO4,SiO2,Na,K,Mg,Ca,As,Ba,Cl,SO4,Li,Rb,Sr,U,F,UTHg,UMeHg,TSS,POC,POC-13C,POC-14C,POC-fm,PON,PON-15N,Sample depth 1,TSS (1),POC (1),POC-13C (1),PON (1),PON-15N (1),Sample depth 2,TSS (2),POC (2),POC-13C (2),PON (2),PON-15N (2)
Arctic-GRO II,Yenisey,7/25/15,206,Kit 20,17100,18,,118,56.6,0.195,0.038,0.024,0.022,0.018,-137,-18.2,5.3,,,,0.16,3,6,4,3,6.1,6.91,0.56,4.21,19.6,0.33,12,9.3,3,1.61,0.51,159,0.36,,11.987,,1.4,0.36,-32.1,-362.6,0.642,52,3.8,20,2,0.23,-32.2,51,4,,,,,,
Arctic-GRO II,Yenisey,9/16/15,259,Kit 21,21100,10.4,,114,54.1,0.231,0.042,0.024,0.021,0.016,-128,-17.6,6,,,,0.25,6,8,7,10,6.5,6.36,0.48,4.27,17.3,0.36,11,8,2.5,1.48,0.38,143,0.21,,2.76,,1.3,0.29,-31.2,-299.8,0.706,57,2.5,26,1.5,0.29,-32.7,48,2.6,15,2.9,0.27,-32.6,52,2.5
Arctic-GRO II,Yenisey,11/25/15,329,Kit 22,8550,0.1,,149,62.7,0.148,0.027,0.016,0.014,0.011,-132,-18.4,4.3,,,,0.2,68,8,6,10,5.9,7.25,0.58,4.87,20.2,0.3,13,9.6,3.5,1.76,0.39,187,0.28,,2.42,,1.2,0.16,-30.7,,,20,4,,,,,,,,,,,,
Arctic-GRO II,Yenisey,2/23/16,54,Kit 23,8500,0.1,,202,77.7,0.083,0.013,0.008,0.008,0.006,-133,-18.6,2.8,,,,0.3,179,8,6,10,6.6,10.6,0.82,6.13,26.2,0.29,19,14.9,4.8,2.43,0.51,268,0.35,,5.06,,1.4,0.26,-28.3,-523.7,0.48,25,6,,,,,,,,,,,,
Arctic-GRO II,Yenisey,4/20/16,111,Kit 24,8650,0.1,,215,72.5,0.078,0.012,0.007,0.006,0.005,-136,-18.5,2.8,,,,0.33,169,9,7,11,6,10.4,0.84,5.61,24.8,0.28,17,14.5,4.4,2.18,0.48,244,0.35,,1.17,,0.4,0.16,-29.1,-480.8,0.523,19,6.7,,,,,,,,,,,,
Arctic-GRO II,Yenisey,6/19/16,171,Kit 25,57800,11.5,,55,24.7,0.467,0.086,0.048,0.042,0.032,-161,-21.8,11.6,,,,0.32,4,8,12,12,4,2.44,0.37,1.84,7.8,0.27,6,2.4,0.9,0.73,0.33,62,0.09,,8.04,,13.2,0.42,-28.7,-231.8,0.774,62,3.4,25,5.1,0.4,-29.4,58,2.6,16,3.8,0.31,-30,46,2.2
Arctic-GRO II,Yenisey,8/17/16,230,Kit 26,12700,16,,188,71.7,0.116,0.019,0.012,0.012,0.01,-130,-17.8,3.9,,,,0.16,0,14,4,10,4.2,2.25,0.23,1.51,9,0.19,9,3,1.1,0.72,0.2,87,0.18,,1.49,,0.8,0.53,-33.4,-353.8,0.651,97,2.4,21,1,0.43,-33.8,79,2.4,11,4.6,0.41,-34,76,2.1
Arctic-GRO II,Yenisey,10/4/16,278,Kit 27,12200,8.6,,177,65,0.177,0.028,0.015,0.013,0.009,-127,-17.3,5.2,,,,0.19,2,10,5,10,5.4,7.68,0.67,4.77,21.4,0.33,13,9.8,3.3,1.81,0.5,183,0.31,,1.48,,5.1,0.3,-33.1,-303.9,0.702,34,2.4,26,3.6,0.33,-33.4,52,2.1,13,7.4,0.29,-33,51,1.5
Arctic-GRO II,Yenisey,12/16/16,351,Kit 28,7900,,,,75.6,0.086,0.014,0.008,0.007,0.006,-138,-18.7,3,,,,0.23,105,9,6,10,5.9,10,0.76,5.68,26.1,0.33,16,14.7,4.3,2.02,0.49,219,0.37,,1.26,,7.2,0.22,-29.5,-429.9,0.575,17,3.2,,,,,,,,,,,,
Arctic-GRO III,Yenisey,2/19/17,50,Kit 30,7450,0.7,,,78.1,0.073,0.01,0.005,0.004,0.003,-131,-17.2,3.2,,,,0.3,190,20,,,6,10.5,1.2,5.66,26.2,,17,13.4,4.7,2.41,0.7,246,0.32,,1.05,,1.6,0.24,-27.9,-444.9,0.56,32.5,9.2,,,,,,,,,,,,
Arctic-GRO III,Yenisey,4/1/17,91,Kit 31,7500,1.5,,,76.3,0.067,0.01,0.005,0.005,0.004,-132,-17.2,3.6,,,,0.24,191,20,14,9,5.7,10,0.83,5.52,25.5,,17,13.7,4.5,2.37,0.51,242,0.32,,2.44,,0.2,0.18,-28.7,-526.9,0.477,18.8,8.8,,,,,,,,,,,,
Arctic-GRO III,Yenisey,6/17/17,168,Kit 32,70100,10.5,,,20.5,0.432,0.084,0.047,0.041,0.031,-157,-20.6,10.5,,,,0.25,10,4,7,6,2.7,2.13,0.39,1.87,7.2,,4,2.1,1,0.64,0.36,53,0.05,,4.94,,9.2,0.39,-28.6,-191,0.816,133.5,-3.1,30,6.2,0.5,-28.8,83,-0.2,16,8.2,0.53,-28.5,73,1.6
Arctic-GRO III,Yenisey,8/30/17,242,Kit 33,15900,13.5,,,63.8,0.147,0.022,0.011,0.009,0.007,-127,-16.6,5.4,,,,0.16,3,16,3,5,7,8.85,0.66,4.78,21.7,,12,12.7,3.4,2.05,0.61,191,0.23,,3.57,,1.5,0.42,-32.4,-363.1,0.642,64,4.3,25,0.6,0.58,-31.9,32,2.9,12,0.4,0.29,-33.6,50,4.2
Arctic-GRO III,Yenisey,10/10/17,283,Kit 34,16400,0.1,,,55.5,0.238,0.045,0.026,0.023,0.017,-126,-16.4,6.7,,,,0.24,45,10,9,6,7.7,6.14,0.5,4.09,17.7,,10,7.4,2.7,1.47,0.39,151,0.21,,2.3,,1.4,0.26,-31.1,-363.2,0.642,37,4.4,25,1.1,0.24,-31.6,33,3.7,12,1,0.26,-31.1,31,4.2
Arctic-GRO III,Yenisey,12/14/17,348,Kit 35,7900,0.3,,,71,0.112,0.018,0.01,0.008,0.006,-126,-17.3,4.6,,,,0.23,107,13,16,8,6.9,8.16,0.67,5.2,23.6,,13,10.9,3.8,1.9,0.49,201,0.29,,1.95,,0.9,0.2,-29.1,-499.8,0.504,17,4.5,,,,,,,,,,,,
Arctic-GRO III,Yenisey,1/27/18,27,Kit 36,7530,0.8,,,72,0.07,0.008,0.003,0.003,0.001,-133,-17.2,3.1,,,,0.33,134,22,14,5,7.5,9.17,0.69,5.6,23.9,0.3,6,14.1,4.6,2.05,0.47,230,0.29,62.7,,,0.6,0.18,-28.6,-367.7,0.638,20,7.5,,,,,,,,,,,,
Arctic-GRO III,Yenisey,3/19/18,78,Kit 37,7960,0.5,,,74.9,0.064,0.007,0.003,0.002,0.001,-133,-17,3.1,,,,0.32,166,11,14,5,7.4,10.03,0.86,5.86,25.5,0.31,15,12.4,4.9,2.26,0.5,247,0.32,88,,,0,0.19,-28.2,-332.6,0.673,28,6.1,,,,,,,,,, ,,
Arctic-GRO III,Yenisey,5/15/18,135,Kit 38,21400,0.2,,,70.3,0.065,0.007,0.003,0.002,0.001,-151,-17.1,3.2,,,,0.38,143,22,13,7,6.3,10.08,0.88,5.3,23.3,0.29,17,13.2,4.5,2.04,0.5,224,0.31,83,,,0,0.17,-28.3,-474.5,0.53,20,7.7,,,,,,,,,,,,
Arctic-GRO III,Yenisey,7/2/18,183,Kit 39,29700,17,,,26.7,0.328,0.059,0.031,0.028,0.02,-132,-19.8,8.1,,,,0.33,9,12,13,6,4.5,2.55,0.45,2.2,8.3,0.32,14,2,1.1,0.86,0.44,64,0.06,28.5,,,4.5,0.37,-29.7,-241.8,0.764,61,3.5,25,7.8,0.28,-31.2,38,4.4,12,5.4,0.55,-30.4,58,3.8
Arctic-GRO III,Yenisey,9/15/18,258,Kit 40,17600,10.1,,,65.2,0.112,0.014,0.006,0.005,0.002,-133,-16.4,4.4,,,,0.18,BD,6,5,2,5.6,7.21,0.56,4.05,17.4,0.3,6,8.4,2.8,1.65,0.44,152,0.22,68.4,,,1.8,0.38,-32.4,-261.2,0.745,58,4.9,25,2.2,0.37,-33.7,50,4.7,15,1.8,0.37,-33.6,59,4
Arctic-GRO III,Yenisey,11/16/18,320,Kit 41,7850,0.7,,,56.9,0.175,0.029,0.016,0.014,0.009,-143,-16.7,5.8,,,,0.3,54,27,9,3,7.4,7.63,0.51,4.62,19.2,0.31,10,9.1,3.6,1.37,0.35,149,0.18,54.5,,,2.4,0.34,-29,-368.3,0.637,32,5.2,,,,,,,,,,,,
Arctic-GRO III,Yenisey,2/20/19,51,Kit 42,7950,0,,,71.1,0.069,0.007,0.002,0.002,0,-132,-17.1,2.8,,,,0.3,157,4,15,7,6.9,9.52,0.76,5.45,23.9,0.3,9,12.4,4.6,2.02,0.47,224,0.29,87.4,,,0.3,0.22,-27.6,-367.5,0.638,24,8.8,,,,,,,,,,,,
Arctic-GRO III,Yenisey,4/20/19,110,Kit 43,9230,0,,,70.5,0.064,0.007,0.002,0.002,0,-129,-17,2.5,,,,0.33,157,4,15,8,6.2,9.34,0.79,5.13,21.8,0.31,15,12.4,4.7,1.66,0.53,223,0.31,95,,,0.1,0.27,-26.6,-324.4,0.681,33,8.2,,,,,,,,,,,,
Arctic-GRO III,Yenisey,6/28/19,179,Kit 44,47500,9.5,,,28.4,0.327,0.06,0.033,0.028,0.021,-147,-18.8,8.2,,,,0.22,13,2,7,5,5,3.25,0.37,2.43,9.7,0.3,16,3,1.7,0.87,0.3,74,0.06,30.4,,,6.3,0.36,-30.2,-232.4,0.774,48,5.2,24,2,0.27,-30.6,39,4.4,12,0,0.25,-30.8,43,3.6
Arctic-GRO III,Yenisey,8/19/19,231,Kit 45,14600,18,,,63.2,0.136,0.018,0.009,0.008,0.005,-131,-16.7,4.5,,,,0.15,2,0,16,4,5.8,7.64,0.68,4.9,20.8,0.43,6,8.2,3.3,1.9,0.59,176,0.28,76,,,0.9,0.5,-33,-247.6,0.759,68,4.5,25,0.3,0.63,-33.4,62,4,12,0.7,0.36,-33.4,60,4.2
Arctic-GRO IV,Yenisey,2/9/20,40,Kit 46,9400,1.5,,,69.8,0.076,0.009,0.005,0.004,0.003,-134,-17.4,2.8,,,,0.29,157,21,,14,6.4,10.4,0.77,5.54,24.8,,15,12.8,4.7,2.18,0.53,230,0.27,74.1,,,1.3,0.31,-31.1,-421.1,0.584,62,3.9,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,6/14/20,166,Kit 47,30500,11.8,,,37,0.373,0.066,0.037,0.032,0.023,-144,-19.2,8.8,,,,0.24,6,8,,9,5.9,4.06,0.48,3.11,12.5,,8,3.7,1.7,1.15,0.42,97,0.1,39.9,,,3.7,0.31,-31.6,-192.6,0.814,47,3,24.5,5.8,0.55,-29.6,30,6.6,12,3.9,0.21,-31.9,87,4.6
Arctic-GRO IV,Yenisey,7/12/20,194,Kit 48,19000,15,,,50.7,0.231,0.035,0.019,0.016,0.012,-134,-17.6,6.3,,,,0.19,3,5,,7,5.7,6.41,0.55,3.99,17.4,,9,6.4,2.7,1.59,0.52,148,0.18,52.3,,,3,0.47,-32.1,-198.7,0.808,66,4.4,26,0.6,0.46,-32.4,69,3.5,12.5,1.1,0.37,-31.7,69,4
Arctic-GRO IV,Yenisey,8/29/20,242,Kit 49,14400,13,,,70.1,0.112,0.013,0.007,0.006,0.004,-127,-16.7,3.8,,,,0.15,3,3,,4,5.4,9.05,0.73,5.4,24.4,,15,10.5,3.8,2.25,0.6,214,0.31,78.8,,,1.6,0.28,-32.9,-225.8,0.781,64,3.6,24,0.7,0.47,-30.7,57,4.3,13,1.7,0.49,-29.7,60,5.7
Arctic-GRO IV,Yenisey,10/7/20,281,Kit 50,18000,7.3,,,63.1,0.214,0.033,0.018,0.015,0.01,-125,-16.6,6.5,,,,0.23,10,27,,7,7,7.83,0.61,4.86,21.7,,12,8.4,3.2,1.91,0.49,183,0.23,80.7,,,2.5,0.36,-30.4,-211,0.796,60,4.9,27,0.7,0.26,-31.8,40,3.4,13,0.9,0.38,-27.6,53,3.5
Arctic-GRO IV,Yenisey,12/7/20,342,Kit 51,12900,1.7,,,63.5,0.12,0.017,0.009,0.007,0.004,-130,-17.2,4.2,,,,0.25,91,20,,9,6.6,8.04,0.65,4.86,22.4,,12,9.6,3.7,1.78,0.45,184,0.25,63.6,,,1.7,0.47,-26.9,-433.4,0.571,31,6.8,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,1/11/21,11,Kit 52,11900,0,,,67.5,0.108,0.014,0.007,0.006,0.003,-129,-17.5,3.5,,,,0.29,138,15,,15,7.4,9.85,0.66,5.26,24.7,,15,13.7,4.4,2.06,0.46,219,0.26,64.6,,,1.5,0.28,-27.6,-491.5,0.513,23,7.4,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,3/5/21,64,Kit 53,12100,0.6,,,72.5,0.085,0.009,0.004,0.003,0.002,-127,-17,3.2,,,,0.36,183,15,,17,6.5,1.65,0.18,1.12,10.7,,8,1.9,0.8,0.48,0.12,89,0.1,51.3,,,1,0.31,-26.7,-349.9,0.656,18,2.1,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,5/2/21,122,Kit 54,14500,0.1,,,19.3,0.071,0.009,0.004,0.003,0.002,-125,-17,2.8,,,,0.31,169,17,,13,5.8,9.3,0.83,5.24,24.2,,16,11.2,4.6,2.28,0.52,226,0.32,89.3,,,1.3,0.21,-26.7,-356.3,0.649,5,2,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,7/4/21,185,Kit 55,36700,13.5,,,21.6,0.281,0.048,0.026,0.023,0.016,-132,-17.9,6.8,,,,0.25,25,4,,12,5.9,3.79,0.49,3.1,13.9,,8,3.6,2.1,1.05,0.43,105,0.14,41.8,,,1.7,0.53,-30.4,-208.8,0.798,57,5.9,25,1.6,0.38,-32.4,62,4.5,14,1.2,0.37,-32.1,56,5.1
Arctic-GRO IV,Yenisey,9/12/21,255,Kit 56,22700,12.5,,,62.8,0.114,0.014,0.006,0.005,0.003,-121,-16.6,3.9,,,,0.15,1,5,,7,4.9,2.8,0.27,2.03,11.4,,9,3.4,1.4,0.75,0.22,95,0.15,58,,,1.8,0.35,-31.4,-286,0.72,60,5.5,27,1.6,0.47,-30.7,55,5,12,1.3,0.34,-31.4,69,5.9
Arctic-GRO IV,Yenisey,11/17/21,321,Kit 57,12500,1,,,8.2,0.151,0.023,0.012,0.011,0.007,-123,-17.2,4.6,,,,0.23,67,11,,9,6.5,0.16,0.04,0.23,1.12,,1,0.1,0,0.06,0.04,9,0,17.1,,,2,0.32,-28.2,-374.1,0.631,30,6.3,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,2/6/22,37,Kit 58,10400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,4/9/22,99,Kit 59,10500,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,6/11/22,162,Kit 60,49000,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,8/23/22,235,Kit 61,26600,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,10/1/22,274,Kit 62,26600,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,12/5/22,339,Kit 63,12200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,1/28/23,28,Kit 64,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,3/19/23,78,Kit 65,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,5/1/23,121,Kit 66,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Yenisey,7/26/23,207,Kit 67,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTNERS,Lena,8/12/03,224,,22500,16.1,7.8,,39.9,,,,,,-141,-18.6,5.2,-27.1,,,0.23,13,27,9.4,,4.1,6.2,0.54,4,15.1,0.33,13,9.4,2.7,1.58,0.49,106,0.12,,,,111,2.21,-25.2,,,185,3.4,,,,,,,,,,,,
PARTNERS,Lena,4/9/04,100,,2314,-0.1,7.3,,71.1,,,,,,-158,-20.2,6.7,-27.2,63,,0.36,224,18,18,,8,41.5,0.83,9,28.4,0.19,29,81.4,11.8,3.16,0.73,287,0.42,,,,17.7,0.16,-31.5,-320.8,0.684,18,9.3,,,,,,,,,,,,
PARTNERS,Lena,6/5/04,157,,50632,4.8,7.8,,36.1,,,,,,-180,-23.6,14.8,-27.3,120,,0.41,31,37,8.8,,3.4,6,0.87,4,13.2,0.33,15,10.4,2.8,1.24,0.75,93,0.21,,,,221,4.13,-27.7,-262.2,0.743,399,4.1,,,,,,,,,,,,
PARTNERS,Lena,6/7/04,159,,77473,8.9,7.4,,34.5,,,,,,-182,-23.5,12.4,-28.3,121,,0.44,32,28,17,,3.6,4.7,0.86,3.7,12.8,0.37,14,7.6,2.3,1.12,0.68,87,0.21,,,,156.1,3.71,-27.4,-249.8,0.755,357,4,,,,,,,,,,,,
PARTNERS,Lena,8/19/04,232,,35500,14.4,7.4,,38,,,,,,-143,-18.7,6.7,-26.8,75,,0.17,24,0,6.1,,5.1,7.4,0.51,3.5,14.3,0.28,11,13.5,3.8,1.24,0.42,96,0.16,,,,27.5,0.71,-29.6,-289.5,0.715,154,3.8,,,,,,,,,,,,
PARTNERS,Lena,8/24/04,237,,31100,14.9,7.8,,36.8,,,,,,-140,-18.6,6.5,-26.5,39,,0.14,6,0,5.5,,5,7.8,0.54,3.8,14.8,0.25,13,14.6,4.4,1.32,0.48,112,0.18,,,,21,0.75,-30,-285.9,0.719,118,3.2,,,,,,,,,,,,
PARTNERS,Lena,10/7/04,281,,24800,1.5,8.1,,40.7,,,,,,-136,-17.9,6.6,-26.8,51,,0.19,38,0,4.1,,6.3,7.2,0.46,4.6,16.4,0.24,12,12.8,4,1.02,0.31,112,0.25,,,,17.8,0.66,-29.9,-283.4,0.721,101,4.1,,,,,,,,,,,,
PARTNERS,Lena,10/10/04,284,,26189,1.1,8.1,,31.1,,,,,,-134,-17.6,7.4,-26.4,63,,0.19,45,10,7.5,,6.6,6.7,0.45,4.5,15.6,0.22,13,11.8,3.9,0.91,0.38,115,0.26,,,,16.5,0.52,-30.3,-329.9,0.674,87,-0.8,,,,,,,,,,,,
PARTNERS,Lena,3/24/05,83,,3840,0.3,7.7,,49.9,,,,,,-156,-20.6,8.4,-27.5,83,,0.4,212,0,10.1,,7.3,30.1,0.81,7.9,23.1,0.21,23,69.6,10.6,2.45,0.6,162,0.3,,,,2.4,0.08,-35.2,-355.1,0.649,10,4.2,,,,,,,,,,,,
PARTNERS,Lena,5/27/05,147,,31374,2.8,7.6,,38.9,,,,,,-175,-22.7,14.8,-25.2,112,,0.43,36,39,17.4,,3.5,10.5,0.93,4.5,14.9,0.32,16,22.5,4,1.21,0.78,100,0.16,,,,77.3,1.95,-27.8,-288.7,0.716,258,4,,,,,,,,,,,,
PARTNERS,Lena,6/4/05,155,,87840,10,7.6,,36.1,,,,,,-175,-22.9,14.5,-27.3,87,,0.33,25,13,14.1,,3.7,5.2,0.78,3.5,12.1,0.26,13,9,2.5,1.26,0.53,83,0.16,,,,42.8,1.34,-26.9,-257.7,0.747,172,4.7,,,,,,,,,,,,
PARTNERS,Lena,8/6/05,218,,45500,14.7,7.7,,35.2,,,,,,-135,-17.9,8.8,-27.1,87,,0.22,32,0,6.8,,5.2,5.6,0.5,3.3,13.4,0.34,11,9.9,3.1,1.28,0.43,89,0.14,,,,49.5,0.98,-28.9,-336.4,0.668,188,3.8,,,,,,,,,,,,
PARTNERS,Lena,8/14/05,226,,37700,15.3,7.9,,37,,,,,,-137,-17.9,8.2,-27.1,73,,0.22,7,11,6.5,,5.7,7.8,0.56,4,15.5,0.34,14,14.5,3.9,1.48,0.51,118,0.18,,,,22,0.92,-29.5,-324.2,0.68,151,4.4,,,,,,,,,,,,
PARTNERS,Lena,10/9/05,282,,23900,0.1,8,,43.1,,,,,,-135,-17.8,7.3,-27,62,,0.2,31,0,5.8,,6.4,9.6,0.49,6.1,18.9,0.22,15,17.8,4.2,0.97,0.31,123,0.27,,,,27,0.9,-28.4,-355.7,0.649,112,3.7,,,,,,,,,,,,
PARTNERS,Lena,10/10/05,283,,23200,0.3,8.2,,43.4,,,,,,-135,-17.8,7,-27.5,61,,0.18,28,15,5.1,,6.5,11.2,0.49,5.9,18.3,0.19,16,23.4,5,1.06,0.37,134,0.31,,,,19,0.81,-29.2,-353.7,0.651,109,3.7,,,,,,,,,,,,
PARTNERS,Lena,6/6/06,157,,89100,7.3,7.7,,36.9,,,,,,-179,-23.5,13.7,,,,0.4,29,18,16.4,,3.3,3.2,0.89,3.5,11.8,,,4.6,1.7,,,,,,,,133.3,2.15,-27.8,-398.2,0.598,195,2.7,,,,,,,,,,,,
PARTNERS,Lena,11/14/06,318,,5399,,7.8,,65.7,,,,,,-144,-18.7,8.8,,,,0.31,74,36,7.1,,8.2,16.7,0.72,7.2,23.2,,,38.3,8,,,,,,,,2.7,0.19,-36,,,17,-0.4,,,,,,,,,,,,
Arctic-GRO I,Lena,5/31/09,151,,75200,,7.6,,33.3,0.637,0.128,0.073,0.065,0.048,-170,-22.6,17.5,-26.9,152.3,1.161,0.48,20,13,19,12,3.5,6.83,0.88,4.11,14,0.31,15,7.3,2.5,,,99,0.22,67.8,,,51.8,1.42,-27.1,-198.8,0.807,74,-6.3,,,,,,,,,,,,
Arctic-GRO I,Lena,6/5/09,156,,163000,,7.6,,36.1,0.642,0.123,0.068,0.06,0.044,-159,-21.1,16.7,,,,0.47,8,12,19.6,11,4.2,,,,,,,7.8,2.5,,,,,37.4,,,70.4,2.66,-27.2,-261,0.744,276,3.1,,,,,,,,,,,,
Arctic-GRO I,Lena,6/11/09,162,,163000,,7.6,,30.6,0.5,0.099,0.056,0.05,0.037,-166,-21.9,12.9,-27.1,101.6,1.11,0.34,3,4,5.5,10,2.9,3.13,0.58,3.42,13.2,0.26,11,2.8,1.5,,,73,0.2,55.1,,,79.7,1.83,-26.6,-270.9,0.734,179,4.2,,,,,,,,,,,,
Arctic-GRO I,Lena,8/22/09,234,,33500,,7.7,,44.9,0.217,0.038,0.021,0.018,0.013,-139,-18.2,6.8,-27.2,58.9,1.067,0.23,23,15,6.7,8,4.7,11.63,0.61,5.1,17.5,0.37,16,14.9,5.1,,,136,0.24,83,,,18,1.05,-29.7,,,115,4.4,,,,,,,,,,,,
Arctic-GRO I,Lena,11/18/09,322,,4890,,7.7,,66.2,0.228,0.041,0.024,0.021,0.016,-139,-18.5,7.7,-27.2,58.8,1.066,0.34,53,20,1.6,8,8.3,20.24,0.78,7.52,25.2,0.49,22,25.7,6.5,,,218,0.53,105.1,,,1.5,0.2,-32.5,-185.8,0.82,29,6.6,,,,,,,,,,,,
Arctic-GRO I,Lena,5/29/10,149,,80800,5,7.5,,32.6,0.579,0.113,0.064,0.057,0.043,-179,-23.4,15.8,-27.2,81.9,1.09,0.58,33,10,13.3,8,3.9,7.36,0.97,4.18,14.6,0.33,15,8.7,2.4,,,101,0.23,26,,,54.4,1.54,-28.3,-229.9,0.776,213,4.1,,,,,,,,,,,,
Arctic-GRO I,Lena,6/4/10,155,,104000,13.5,7.4,,47.8,0.667,0.127,0.07,0.062,0.046,-173,-22.8,18.2,-28,79.3,1.087,0.57,2,13,21.1,7,4.1,6.85,0.95,4.72,15.8,0.34,15,8.2,2.3,,,111,0.2,32.9,,,28.8,1.48,-29.1,-204.9,0.801,176,4.2,,,,,,,,,,,,
Arctic-GRO I,Lena,6/11/10,162,,65400,14.7,7.4,,37.7,0.488,0.092,0.05,0.044,0.032,-169,-22.6,13.3,-27.3,82.1,1.09,0.48,7,7,17.5,6,3.4,5.33,0.78,3.95,14.9,0.28,14,5.1,2.3,,,92,0.18,27.9,,,23.8,1.21,-27,-271.2,0.734,149,4.1,,,,,,,,,,,,
Arctic-GRO I,Lena,9/1/10,244,,21900,15.5,7.6,,49.2,0.201,0.038,0.023,0.021,0.017,-131,-18,8,-27.6,49.8,1.057,0.35,36,5,12,3,4.6,8.1,0.53,5.15,20.8,0.35,18,,,1.75,0.54,153,0.24,,,,29.2,0.87,-28,-296.3,0.709,161,8.5,,,,,,,,,,,,
Arctic-GRO I,Lena,11/23/10,327,,3160,,7.2,,71.3,0.279,0.047,0.027,0.024,0.019,-142,-19,11.6,-27.8,32.6,1.04,0.47,71,30,18.2,6,6.5,18.12,0.67,7.28,25.4,0.41,21,,,2.17,0.66,197,0.36,,,,0.7,0.21,-32.6,-244.8,0.761,35,11.5,,,,,,,,,,,,
Arctic-GRO I,Lena,5/27/11,147,,108000,7,7.4,,35.2,0.632,0.128,0.075,0.066,0.049,-185,-23.4,23.4,-25.8,83.5,1.092,0.39,19,10,18.1,16,3.5,5.57,1.2,3.52,11.7,0.33,14,9.6,1.8,2.53,0.8,91,0.13,51.3,,,36.4,1.77,-28.4,,,208,6.9,,,,,,,,,,,,
Arctic-GRO I,Lena,6/2/11,153,,73800,13.5,7.5,,41.3,0.576,0.112,0.064,0.056,0.042,-177,-23.3,17.5,-28.6,49.6,1.057,0.34,33,0,13.9,11,3.3,6.23,1.06,3.88,13.7,0.31,15,10.1,2.2,2.54,0.8,104,0.15,58.9,,,35.2,1.2,-29.4,-163.7,0.842,178,6.5,,,,,,,,,,,,
Arctic-GRO I,Lena,6/8/11,159,,43400,13.2,7.7,,43.6,0.482,0.096,0.056,0.049,0.037,-168,-22.4,17.6,-26.9,86.8,1.095,0.28,14,1,11,11,3.2,5.68,0.81,3.7,14.3,0.3,14,8.5,2.8,1.91,0.61,96,0.14,67.4,,,35.3,1.54,-28.9,,,181,7.4,,,,,,,,,,,,
Arctic-GRO I,Lena,9/17/11,260,,20200,5.1,8,,55.7,0.193,0.034,0.02,0.018,0.014,-140,-18.1,8.2,-27.4,38.1,1.046,0.24,6,9,6.5,7,5.2,14.75,0.65,5.73,20.7,0.39,18,13.8,10.1,1.65,0.51,177,0.43,100.7,,,101.5,1.71,-29.5,-274,0.731,161,4.1,,,,,,,,,,,,
Arctic-GRO I,Lena,11/16/11,320,,6020,0,,,69.4,0.166,0.028,0.016,0.014,0.011,-150,-19.2,7.1,,-49.8,0.957,0.2,62,11,6,5,6.6,21.15,0.71,7.03,26.7,0.4,22,12.4,10.2,2.13,0.66,224,0.49,101.6,,,4.3,0.15,-29.1,-167.4,0.839,44,6.6,,,,,,,,,,,,
Arctic-GRO II,Lena,6/6/12,158,Kit 1,75400,8,,,33.3,0.683,0.129,0.073,0.065,0.048,-182,-22.3,18.5,-27.9,84.8,1.093,0.57,11,15,25.7,11,3.3,5.17,1.03,3.64,13.1,0.42,14,7.8,2.1,1.93,0.69,92,0.19,,10.357,,35.4,,,-207,0.799,,,,,,,,,,,,,,
