Phase,River,Date,Julian Day,ID,Discharge,Temp,pH,Cond,Alk,A254,A375,A412,A420,A440,H2O-2H,H2O-18O,DOC,DOC-13C,DOC-14C,DOC-fm,TDN,NO3,NH4,TDP,PO4,SiO2,Na,K,Mg,Ca,As,Ba,Cl,SO4,Li,Rb,Sr,U,F,UTHg,UMeHg,TSS,POC,POC-13C,POC-14C,POC-fm,PON,PON-15N,Sample depth 1,TSS (1),POC (1),POC-13C (1),PON (1),PON-15N (1),Sample depth 2,TSS (2),POC (2),POC-13C (2),PON (2),PON-15N (2)
Arctic-GRO IV,Kolyma,10/29/22,302,Kit 62,2220,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,12/26/22,360,Kit 63,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,1/24/23,24,Kit 64,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,3/5/23,64,Kit 65,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,5/13/23,133,Kit 66,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,7/25/23,206,Kit 67,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Kolyma,9/14/23,257,Kit 68,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTNERS,Yukon,6/18/03,169,,15319,15,7.8,,66,,,,,,-157,-20.1,9.4,,,,0.33,77,13,17,,5.2,1.8,1.06,5.5,36,0.78,38,0.5,7.1,2.14,0.97,97,0.47,,,,402,2.88,-25.5,,,247,4,,,,,,,,,,,,
PARTNERS,Yukon,4/7/04,98,,1317,0,7,,143,,,,,,-155,-19.6,2.2,,,,0.39,188,100,2,,12.8,4,1.52,11.5,48.7,0.4,80,1.3,9.2,3.1,,200,0.85,,,,5,0.61,-36.3,,,52,-2.6,,,,,,,,,,,,
PARTNERS,Yukon,5/26/04,147,,14838,9,7.8,,52,,,,,,-161,-20.4,13.9,,,,0.5,84,5,14,,5,1.8,0.96,4.4,22.8,0.8,37,0.8,4.5,1.8,,89,0.52,,,,339,1.78,-28.9,,,193,2,,,,,,,,,,,,
PARTNERS,Yukon,6/15/04,167,,18094,16.5,7.5,,63,,,,,,-166,-21,9.1,,,,0.32,55,5,10,,5.2,1.8,1.08,4.9,26.9,1,41,0.8,6,1.9,,94,0.51,,,,514,2.82,-29,,,307,3,,,,,,,,,,,,
PARTNERS,Yukon,6/29/04,181,,14555,19,7.9,,68,,,,,,-159,-20.1,6.2,,,,0.24,69,5,7,,6.4,2.3,1.15,5.7,28,0.9,42,0.8,7.9,2.2,,95,0.64,,,,299,2.94,-28.8,,,353,2.5,,,,,,,,,,,,
PARTNERS,Yukon,7/19/04,201,,10052,19.5,7.7,,76,,,,,,-160,-20.3,3.1,,,,0.18,83,6,5,,6.9,3.1,1.9,7.3,32.8,0.9,49,1.1,10,3.4,,132,0.94,,,,,4.63,-28,,,541,6.6,,,,,,,,,,,,
PARTNERS,Yukon,8/18/04,231,,9458,18,7.8,,77,,,,,,-161,-20.5,2.8,-26.1,-34,,0.16,83,5,4,,6.3,3.1,1.76,7.7,34.5,0.9,51,1.3,12,3.3,,139,0.89,,,,499,3.7,-26.6,,,251,3.1,,,,,,,,,,,,
PARTNERS,Yukon,9/22/04,266,,5720,7.5,8,,94,,,,,,-158,-20.2,2.7,-26.8,-59,,0.23,108,14,5,,7.5,3.8,1.7,9.7,38.2,0.8,54,1.1,12.2,3.7,,161,0.99,,,,,1.36,-31,,,384,4.4,,,,,,,,,,,,
PARTNERS,Yukon,3/17/05,76,,1175,0.1,7,,128,,,,,,-153,-19.7,2.6,-23.5,-135.8,,0.4,195,80,3,,13.3,3.9,1.39,11.7,47.9,0.4,81,1.2,8.9,2.9,,208,0.95,,,,5,0.27,-36.6,-426,0.578,27,,,,,,,,,,,,,
PARTNERS,Yukon,5/17/05,137,,33414,5.5,7.9,,62,,,,,,-161,-21,15.1,-24.2,74,,0.63,120,49,18,,4.8,1.7,1.16,4.2,22.4,1.1,39,0.7,4.3,1.9,,80,0.56,,,,863,2.9,-27.5,,,349,,,,,,,,,,,,,
PARTNERS,Yukon,6/1/05,152,,20275,12.5,7.8,,64,,,,,,-167,-21.6,10,-27,72,,0.39,78,8,10,,5,1.7,1.16,4.6,24.2,1,45,0.5,6,1.7,,95,0.47,,,,612,1.59,-27.6,,,210,,,,,,,,,,,,,
PARTNERS,Yukon,6/14/05,165,,19765,15.6,7.9,,59,,,,,,-163,-20.9,6.8,-25,48,,0.3,84,5,7,,5.9,1.8,1.11,6,27.6,0.9,43,0.5,8.6,2.4,,105,0.47,,,,393,0.93,-28.3,,,119,,,,,,,,,,,,,
PARTNERS,Yukon,7/12/05,193,,11553,17.5,8.1,,100,,,,,,-158,-19.9,5.4,-26.4,-10,,0.28,94,6,9,,6.4,2.8,1.58,7.4,30.8,1.1,48,0.8,10.8,2.7,,128,0.7,,,,461,1.93,-29.6,,,291,,,,,,,,,,,,,
PARTNERS,Yukon,8/16/05,228,,8976,16.8,7.9,,119,,,,,,-161,-20.4,3.8,-27.2,-43,,,105,7,6,,7.3,3.2,1.53,8.6,35.2,0.9,50,0.8,13.1,3.5,,156,0.84,,,,413,1.43,-28.8,,,221,,,,,,,,,,,,,
PARTNERS,Yukon,9/27/05,270,,10619,8.8,7.9,,101,,,,,,-149,-19,6.9,-27.1,-7,,0.33,113,6,13,,7.6,2.8,1.07,7.9,30.8,0.92,46,1.3,12.2,2.4,,135,0.76,,,,287,0.95,-29.7,,,125,,,,,,,,,,,,,
PARTNERS,Yukon,3/21/06,80,,1359,0.1,7,,119.6,,,,,,-155,-19.8,2.6,,,,0.38,303,86,10,,13.8,3.7,1.45,11.4,34.3,,,1.2,12.6,,,,,,,,5.9,0.42,-35,-414,0.583,45,-1.5,,,,,,,,,,,,
PARTNERS,Yukon,9/28/06,271,,9061,11.5,8.2,,62.6,,,,,,-155,-19.9,5.9,,,,0.25,94,11,13,,8.3,3.2,1.09,9.8,33.2,,,0.8,18.7,,,,,,,,56,,-28.5,-460,0.537,,0.5,,,,,,,,,,,,
Arctic-GRO I,Yukon,5/14/09,134,,11836,0.1,7.2,,73.2,0.154,0.03,0.017,0.016,0.012,-144,-19.2,5.2,-22.9,-60.8,0.946,0.37,149,41,6,4,7,2.91,1.38,6.96,31.1,0.28,45,0.9,6,,,121,0.5,68.4,,,73.4,1.49,-29.1,,,118,1.8,,,,,,,,,,,,
Arctic-GRO I,Yukon,5/20/09,140,,10874,,,,56.9,0.45,0.089,0.052,0.046,0.035,-155,-20.8,13,-27.3,95,1.103,0.53,100,39,14,3,4.3,1.83,1.31,4.98,23.5,0.91,41,0.5,4.8,,,88,0.49,23.4,,,378,,,,,,,,,,,,,,,,,,
Arctic-GRO I,Yukon,5/26/09,146,,26901,7.9,7.5,,53.9,0.533,0.109,0.062,0.056,0.042,-164,-21,15,-27.4,88.6,1.096,0.54,67,26,16,5,4.5,1.96,1.68,5.13,27.2,1.13,47,0.6,5.1,,,89,0.4,63.3,,,474.1,9.22,-26.2,,,689,2.5,,,,,,,,,,,,
Arctic-GRO I,Yukon,7/7/09,188,,15008,17.2,7.9,,73.2,0.171,0.027,0.013,0.012,0.008,-158,-20.7,5.6,,,,0.32,84,13,4,3,6.1,2.69,1.32,7.74,31.6,0.66,49,0.7,11.1,,,123,0.71,90.6,,,256,3.29,-26.9,,,243,4,,,,,,,,,,,,
Arctic-GRO I,Yukon,8/18/09,230,,7759,15.6,8,,87.7,0.06,0.008,0.004,0.003,0.002,-160,-21,2.6,-26.8,-16.1,0.991,0.27,120,21,3,4,6.6,3.83,2.07,9.66,38.4,0.73,56,0.8,13,,,161,1.09,107,,,402.1,3.04,-25.9,,,336,2.1,,,,,,,,,,,,
Arctic-GRO I,Yukon,1/12/10,12,,1869,0,7.5,,136.6,0.06,0.007,0.004,0.003,0.002,-157,-20.5,2.9,,68.2,1.076,0.39,174,108,2,3,11,4.99,1.86,13.67,64.9,0.35,80,1,12.7,,,227,1.13,114,,,5.2,0.71,-34,,,67,-0.7,,,,,,,,,,,,
Arctic-GRO I,Yukon,5/24/10,144,,17925,5.4,7.7,,67.2,0.437,0.083,0.047,0.041,0.031,-156,-20.2,12.1,-27.8,18.7,1.026,0.55,91,14,14,5,4.6,2.03,1.26,5.32,24.8,0.82,44,0.7,6.3,,,92,0.46,65.2,,,343.2,4.45,-25.7,,,258,1.8,,,,,,,,,,,,
Arctic-GRO I,Yukon,6/8/10,159,,9798,15.2,8.1,,72.6,0.145,0.024,0.013,0.011,0.008,-163,-20.8,7.5,-27.8,21.2,1.029,0.52,69,3,20,4,4.8,2.36,1.22,6.97,31.5,0.77,47,0.4,10.1,,,122,0.69,43.1,,,127.6,0.89,-29.5,,,160,1.4,,,,,,,,,,,,
Arctic-GRO I,Yukon,6/29/10,180,,9033,17.5,7.6,,76.9,0.168,0.026,0.014,0.012,0.008,-157,-20.5,5.1,-27.6,-61.5,0.945,0.3,109,10,17,4,5.9,2.76,1.28,8.21,30.4,0.69,48,0.5,12.3,,,132,0.77,57.6,,,176.3,3.87,-27.4,,,256,1.2,,,,,,,,,,,,
Arctic-GRO I,Yukon,8/3/10,215,,11100,16.5,8.1,,80.9,0.194,0.058,0.045,0.043,0.039,-157,-20.6,8,-27.1,-65.1,0.942,0.32,93,8,7,3,6.6,3.28,1.64,8.33,35.1,0.79,52,0.5,13.2,,,149,0.99,45.6,,,411.3,5.53,-23.9,,,420,0.9,,,,,,,,,,,,
Arctic-GRO I,Yukon,9/21/10,264,,10137,12,7.9,,84.5,0.204,0.039,0.024,0.022,0.018,-152,-19.8,7.8,-27.5,-30.6,0.977,0.35,108,7,6,6,7,3.17,1.1,8.85,31,0.67,43,,,2.98,1.1,135,0.73,,,,121.3,,,,,,,,,,,,,,,,,,
Arctic-GRO I,Yukon,1/4/11,4,,1699,0,7.3,,147.1,0.075,0.01,0.005,0.005,0.004,-154,-19.9,3.7,-25.1,-117,0.889,0.41,191,127,7,5,11.3,4.19,1.49,12.25,32.7,0.29,43,,,3.25,1.56,157,0.8,,,,4.3,0.46,-33.2,-294,0.711,34,-0.8,,,,,,,,,,,,
Arctic-GRO I,Yukon,5/24/11,144,,15036,2.7,7.9,,67.6,0.443,0.094,0.058,0.052,0.041,-165,-21.2,15.9,-26.1,55.3,1.063,0.35,98,25,16,8,4.9,2.29,1.18,6.03,27,0.52,38,0.9,7.6,1.94,1.18,104,0.53,72.2,,,586.4,4.93,-26.1,,,610,1.4,,,,,,,,,,,,
Arctic-GRO I,Yukon,6/14/11,165,,16310,14,7.8,,68.9,0.307,0.07,0.047,0.043,0.036,-176,-22.1,10.7,,,,0.22,66,6,11,7,4.9,1.79,1.25,5.71,28.9,0.57,44,,5.5,2.09,1.1,105,0.41,68.4,,,314.2,3.36,-26.5,,,493,-0.2,,,,,,,,,,,,
Arctic-GRO I,Yukon,6/29/11,180,,11638,15.6,7.8,,76,0.208,0.043,0.028,0.026,0.021,-167,-20.8,7.3,-26.5,-20.1,0.987,0.21,82,8,7,6,6.3,2.63,1.25,7.72,31,0.64,47,0.8,11.1,2.57,1.23,122,0.6,87.4,,,222.2,6.52,-25.8,,,465,1.5,,,,,,,,,,,,
Arctic-GRO I,Yukon,8/2/11,214,,12714,16.3,8,,82.2,0.149,0.032,0.022,0.02,0.018,-165,-21,5.6,-16.7,,,0.19,78,8,5,4,6.2,3.01,1.35,8.7,35.2,0.86,51,0.7,14.3,3.23,1.36,144,0.81,98.8,,,516.9,3.62,-25.8,,,491,-0.4,,,,,,,,,,,,
Arctic-GRO I,Yukon,1/31/12,31,,1699,0,7.5,,132.9,0.074,0.019,0.014,0.014,0.013,-162,-20.9,3,-19.1,-185.5,0.821,0.24,183,59,19,3,10.9,3.74,1.32,11.65,49.4,0.27,72,,9.5,3.11,1.23,203,0.92,103.5,,,4.6,0.67,-34.6,,,56,-1.5,,,,,,,,,,,,
Arctic-GRO II,Yukon,6/12/12,164,Kit 1,18548,13,,177,58.9,0.371,0.074,0.044,0.04,0.031,-177,,9.9,-29.5,52.8,1.061,0.4,66,17,17,12,4.5,1.71,1.05,5.49,26.8,0.58,40,0.5,7.3,1.97,0.92,101,0.49,,27.403,,184,2.03,-26.8,-464.8,0.539,133,2.2,,,,,,,,,,,,
Arctic-GRO II,Yukon,9/12/12,256,Kit 4,12148,10,,243,70.4,0.176,0.035,0.021,0.019,0.015,-145,,5.2,-23,-139.2,0.867,0.32,116,12,14,9,7.2,3.02,1.09,8.82,32.2,0.68,44,0.8,12.9,2.6,1.01,140,0.82,,21.169,,196.5,0.65,-27.3,,,53,1.8,,,,,,,,,,,,
Arctic-GRO II,Yukon,3/22/13,81,Kit 6,1430,0,,,140.3,0.05,0.01,0.007,0.007,0.007,-153,,2.1,,,,0.41,216,88,10,8,12.2,4.04,1.55,12.16,53.3,0.32,84,1.1,10.7,3.09,1.46,216,0.99,,4.15,,47.3,0.52,-35.4,-738.8,0.263,41,-1.7,,,,,,,,,,,,
Arctic-GRO II,Yukon,5/15/13,135,Kit 5,1515,0,,152,128.4,0.06,0.013,0.01,0.009,0.008,-161,-20.1,3,,,,0.47,178,122,9,6,6.1,3.82,1.48,10.32,45.7,0.44,74,1.3,9.2,2.68,1.43,188,0.84,,3.529,,49.3,2.83,-28.9,-359.6,0.645,130,2.7,,,,,,,,,,,,
Arctic-GRO II,Yukon,7/8/13,189,Kit 8,14328,15.9,,,29.1,0.154,0.03,0.019,0.017,0.014,-175,-21.7,5.8,,,,0.48,71,9,17,4,4.5,2.64,1.52,7.71,32.5,0.99,52,0.8,11.2,2.6,1.38,125,0.78,,,,396.9,4.02,-27.6,-487.5,0.516,265,1.2,2,268.1,4.42,-27,272,1.4,,,,,,
Arctic-GRO II,Yukon,9/11/13,254,Kit 9,10506,10.8,,242,39.6,0.13,0.022,0.013,0.012,0.009,-160,-20.6,4.3,,,,0.22,96,2,12,4,4.2,,0.29,,13.8,0.35,21,0.3,3.1,0.85,0.26,62,0.36,,13.393,,253.9,2.83,-27.7,-534.4,0.469,170,0.6,5,176.1,2.16,-27.8,117,0.9,,,,,,
Arctic-GRO II,Yukon,11/6/13,310,Kit 10,7759,0,,78,46.9,0.264,0.05,0.029,0.025,0.019,-142,-18.6,8,,,,0.46,146,22,15,5,5,2.59,0.73,6.62,24.6,0.77,33,1,7.6,1.71,0.71,108,0.51,,2.789,,75.7,2.6,-28.5,-694.3,0.308,141,1.4,,,,,,,,,,,,
Arctic-GRO II,Yukon,2/13/14,44,Kit 11,1869,0,,94,40.2,0.057,0.01,0.007,0.007,0.006,-149,-20.3,2.6,,,,0.39,180,79,9,3,4.4,,0.4,,,0.13,23,0.4,4,1.49,0.4,73,,,1.467,,66.2,1.17,-32.6,-419.4,0.585,55,-0.6,,,,,,,,,,,,
Arctic-GRO II,Yukon,4/17/14,107,Kit 12,1274,0,,,111.3,0.046,0.009,0.006,0.006,0.005,-145,-19.5,2.4,,,,0.34,171,84,7,2,5,3.31,1.2,9.42,40,0.39,66,1.2,7.9,2.32,1.09,160,0.74,,1.637,,4.6,1.03,-33.1,-418.5,0.586,51,-1,,,,,,,,,,,,
Arctic-GRO II,Yukon,6/23/14,174,Kit 13,14102,15.4,,113,69.1,0.222,0.04,0.023,0.021,0.016,-160,-21.1,7,,,,0.27,74,4,11,3,5.4,2.07,0.99,6.9,29.4,0.67,42,0.6,10.2,2.2,0.9,114,0.64,,12.961,,127.3,1.78,-26.9,-373.4,0.632,112,2,19,173.5,2.78,-26.1,198,1.5,,,,,,
Arctic-GRO II,Yukon,8/29/14,241,Kit 14,11242,15.1,,213,82.6,0.162,0.03,0.019,0.017,0.014,-159,-20.6,5.4,,,,0.24,94,5,12,3,5.8,3.23,1.24,9.01,34.6,0.95,48,0.8,13.1,3.17,1.17,147,0.84,,16.965,,191.3,2.67,-27.3,-646.7,0.356,154,1.8,18,151.4,1.94,-27.6,166,1.6,,,,,,
Arctic-GRO II,Yukon,10/25/14,298,Kit 15,6513,0.6,,,95.9,0.119,0.021,0.013,0.012,0.01,-159,-20.3,4.3,,,,0.28,114,36,4,4,5.9,2.36,0.61,6.72,30,0.56,39,,,2.23,0.55,124,0.83,,,,,1.3,-26.9,-323.4,0.682,169,5.6,,,,,,,,,,,,
Arctic-GRO II,Yukon,1/26/15,26,Kit 16,1982,0.2,,34,142.7,0.073,0.019,0.015,0.015,0.014,-163,-21.1,3,,,,0.33,217,69,3,3,6.7,4.26,1.47,13.1,55.8,0.34,79,1,14.7,3.51,1.39,228,1.25,,,,,0.58,-32.5,,,35,0.1,,,,,,,,,,,,
Arctic-GRO II,Yukon,2/26/15,57,Kit 17,1699,-0.2,,335,143.9,0.056,0.011,0.009,0.008,0.008,-163,-20.9,2.4,,,,0.31,219,55,3,2,6.1,3.96,1.41,12,53.4,0.31,78,1.4,15.4,3.53,1.27,213,1.13,,1.716,,3.6,0.49,-37.1,,,45,-0.8,,,,,,,,,,,,
Arctic-GRO II,Yukon,3/26/15,85,Kit 18,1628,-0.2,,38,139.9,0.05,0.009,0.007,0.006,0.006,-161,-20.6,2.4,,,,0.32,233,59,9,2,5.1,3.7,1.4,11.2,50.8,0.32,75,0.9,10.4,2.93,1.24,202,1.05,,,,,0.6,-36.6,-803.4,0.198,50,-1.2,,,,,,,,,,,,
Arctic-GRO II,Yukon,6/11/15,162,Kit 19,16027,13.1,,795,71.2,0.156,0.031,0.019,0.018,0.014,-168,-21.8,4.8,,,,0.19,74,5,7,3,4.8,2.06,1.08,6.3,29.9,0.72,43,0.5,9.6,2.21,0.94,109,0.74,,16.311,,151.4,1.46,-27.4,-467.9,0.536,196,2.4,18,172.9,4.12,-26.9,326,2,,,,,,
Arctic-GRO II,Yukon,8/18/15,230,Kit 20,9543,14.9,,119,85.6,0.079,0.021,0.016,0.016,0.014,-166,-21.2,2.7,,,,0.16,87,5,3,2,5.3,3.39,1.46,9.27,37.1,0.89,50,0.8,14.8,3.71,1.39,156,1.05,,10.36,,90.7,1.24,-27.3,-594.1,0.409,160,1.6,18,355.3,3.91,-26.5,272,1.9,18,351,3.97,-26.1,234,1.6
Arctic-GRO II,Yukon,10/1/15,274,Kit 21,12941,5,,149,73.8,0.219,0.039,0.022,0.019,0.014,-147,-20.5,6.8,,,,0.34,106,10,3,5,5.7,2.81,0.85,8.85,,0.63,27,0.6,13.5,2.32,0.71,81,0.7,,16.04,,119.8,0.8,-27.5,-524.5,0.479,85,-1.7,21,82.5,1.73,-27.2,182,-0.2,18,117.2,1.93,-27.1,72,-2.2
Arctic-GRO II,Yukon,1/14/16,14,Kit 22,2265,-0.2,,73,123.7,0.084,0.017,0.013,0.012,0.011,-155,-20.9,3.3,,,,0.31,179,65,2,5,10,3.98,1.19,11.7,44,0.35,66,1,13.7,3.24,1.15,193,1.06,,7.45,,16.6,0.41,-34.5,,,79,1,,,,,,,,,,,,
Arctic-GRO II,Yukon,3/3/16,63,Kit 23,1897,0.4,,,135.4,0.056,0.014,0.012,0.012,0.012,-153,-21,2.2,,,,0.25,196,44,2,5,10,3.79,1.31,11.7,46.9,0.35,75,1,12.1,3.09,1.16,203,1.05,,3.59,,4.2,0.35,-36.4,-370.7,0.634,383,1.4,,,,,,,,,,,,
Arctic-GRO II,Yukon,4/14/16,105,Kit 24,1671,1.6,,,121.6,0.059,0.016,0.013,0.013,0.012,-149,-20.1,2.4,,,,0.31,172,84,2,5,10.1,3.39,1.17,9.77,40.5,0.43,68,1.2,9.2,2.48,1.15,173,0.9,,10.9,,77.1,2.5,-29.3,,,110,1,,,,,,,,,,,,
Arctic-GRO II,Yukon,6/13/16,165,Kit 25,13677,13,,246,72.2,0.21,0.041,0.025,0.023,0.018,-163,-21.8,6.5,,,,0.25,77,6,8,6,6.1,2.4,0.97,7.43,28.4,0.75,44,0.6,11,2.45,0.9,118,0.69,,14.11,,124.2,1.35,-27.4,-480.6,0.524,193,2.8,15,502,2.13,-27.2,165,1,18,150,8.34,-25.9,393,1.4
Arctic-GRO II,Yukon,9/1/16,245,Kit 26,17047,14.7,,185,79,0.224,0.039,0.021,0.019,0.014,-153,-21,7.7,,,,0.29,81,6,7,5,5.6,2.82,1.13,8.52,31.9,0.88,47,0.6,13.4,3.14,1.09,143,0.8,,11.36,,131.8,2.1,-27,-620.1,0.383,194,1.2,18,536.8,3.51,-26.2,338,1.1,21,398.7,,-25.6,328,1.8
Arctic-GRO II,Yukon,10/14/16,288,Kit 27,11327,3.9,,138,79.5,0.258,0.05,0.029,0.027,0.021,-145,-19.9,7.2,,,,0.29,138,2,9,6,7.2,3.03,0.8,9.44,31.1,0.82,42,0.7,13.8,2.46,0.73,138,0.82,,11.58,,56.6,1.1,-27.5,-417.5,0.587,400,2.1,18,56.3,2.26,-27.3,170,1.9,20,101.4,1.94,-27.5,107,2
Arctic-GRO II,Yukon,12/19/16,354,Kit 28,2543,-0.2,,,134.8,0.105,0.019,0.013,0.013,0.012,-144,-20.8,3.9,,,,0.36,189,107,5,5,12.2,4.14,1.25,13,48.1,0.38,75,1,15.5,3.34,1.34,217,1.17,,2.13,,5.9,0.42,-31,-349.3,0.656,31,-0.3,,,,,,,,,,,,
Arctic-GRO III,Yukon,2/22/17,53,Kit 30,1654,-0.2,,,147.4,0.054,0.007,0.004,0.004,0.003,-156,-19.8,2.8,,,,0.37,202,81,3,2,7.9,3.79,1.39,12.4,50.4,,77,1,12.6,3.34,1.3,219,0.99,,1.55,,5.9,0.47,-35,-410.9,0.594,37,1.9,,,,,,,,,,,,
Arctic-GRO III,Yukon,4/18/17,108,Kit 31,1337,3,,,89,0.08,0.01,0.005,0.003,0.002,-134,-17,3.7,,,,0.49,86,261,7,2,4.7,2.17,1.05,6.44,28.1,,46,1.1,4.4,1.8,1.34,116,0.95,,18.22,,120.4,3.37,-27,-493.3,0.511,338,0.1,,,,,,,,,,,,
Arctic-GRO III,Yukon,7/5/17,186,Kit 32,8608,17.6,,,84.1,0.151,0.026,0.014,0.012,0.009,-160,-20,5.1,,,,0.23,80,0,9,2,5.2,3.13,1.34,9.35,33.1,,50,0.8,14.5,3.18,1.3,149,0.9,,11.46,,203.3,4.59,-26.6,-475.6,0.529,290,-5.5,18,251.5,5.29,-27.4,368,-8.2,15,240,2.93,-26.2,278,-1
Arctic-GRO III,Yukon,8/24/17,236,Kit 33,10704,14.2,,,80.8,0.115,0.02,0.013,0.011,0.009,-156,-19.9,4.2,,,,0.25,92,0,5,2,5.6,3.32,1.45,9.56,34.3,,47,0.7,16.1,3.42,1.32,159,0.96,,14.99,,404.6,4.64,-25.2,-601.3,0.402,460,-10.2,17,293.4,5.03,-26,546,-0.9,8,379.2,3.64,-25.6,588,-10.3
Arctic-GRO III,Yukon,10/18/17,291,Kit 34,9883,4.1,,,80.7,0.183,0.033,0.017,0.015,0.011,-147,-18.5,5.9,,,,0.26,121,16,9,2,7.3,3.18,0.86,10.2,33.5,,41,0.8,16.1,2.73,0.76,153,0.85,,12.08,,60.8,1.1,-27,-433.5,0.571,91,2.8,17,71.5,1.15,-27.6,,1.4,8,54.8,1.09,-27,129,2.3
Arctic-GRO III,Yukon,1/23/18,23,Kit 35,2149,0.2,,,153.9,0.071,0.01,0.005,0.004,0.003,-154,-19.5,3.5,,,,0.48,223,66,7,2,9.6,4.47,1.45,13.9,53.4,,75,1.1,16.9,3.76,1.38,238,1.08,,2.25,,5.6,0.41,-35.9,-472.9,0.532,32,0.7,,,,,,,,,,,,
Arctic-GRO III,Yukon,3/12/18,71,Kit 36,1563,-2,,,154.7,0.057,0,0,0,0,-152,-19.5,3.4,,,,0.47,273,82,6,3,13.9,4.88,1.54,14.49,51.9,0.46,13,1.3,15.4,3.43,1.42,239,1.08,83.6,,,12.4,0.65,-33.5,-351.2,0.654,62,-1.1,,,,,,,,,,,,
Arctic-GRO III,Yukon,5/23/18,143,Kit 37,17415,3.1,,,67.2,0.313,0.052,0.027,0.024,0.017,-150,-19.4,9.2,,,,0.36,83,46,34,3,4.8,2.22,0.99,5.71,23.8,0.5,77,0.4,7.2,8.04,0.96,105,0.61,60.8,,,491,8.29,-26.1,-405.6,0.599,776,2.8,22,596.2,17.3,-25.7,996,1.8,9,620.3,12.65,-26,"1,020",1.6
Arctic-GRO III,Yukon,7/12/18,193,Kit 38,13479,16.8,,,78.3,0.112,0.013,0.004,0.003,0.001,-168,-20.1,4.1,,,,0.22,80,7,5,2,6.4,3.17,1.22,9.43,31.7,0.76,34,0.4,16.8,3.02,1.17,147,0.87,84.2,,,396.8,2.85,-25.5,-545.3,0.459,179,-1.9,18,434.3,4.91,-25.7,350,0.2,12,431,0.55,-25.3,468,0.1
Arctic-GRO III,Yukon,9/27/18,270,Kit 39,11921,8.8,,,75.9,0.179,0.026,0.013,0.011,0.006,-144,-18.5,5.9,,,,0.27,103,9,6,2,7.7,3.28,0.96,10.08,31,0.64,50,0.4,17.2,3.01,0.92,153,0.73,76,,,105.7,2.04,-26.7,-431.6,0.573,98,-1.4,24,129.4,1.48,-26.8,150,-1.7,13,141.9,2.13,-26.8,163,-1.3
Arctic-GRO III,Yukon,1/2/19,2,Kit 40,2509,-0.3,,,117.7,0.07,0.005,0.001,0,0,-154,-19.1,2.8,,,,0.32,177,75,8,4,11.1,3.91,1.15,11.64,40.6,0.34,43,0.6,15.6,3.19,1.22,194,0.9,84.2,,,243.4,5.4,-28.3,-373.1,0.632,390,-0.8,,,,,,,,,,,,
Arctic-GRO III,Yukon,4/9/19,99,Kit 41,1954,-0.3,,,116.4,0.075,0.008,0.003,0.002,0,-145,-18.4,2.8,,,,0.32,213,33,7,3,11.3,3.5,1.15,9.51,36.8,0.42,62,0.7,9.5,2.47,1.09,170,0.69,69.7,,,8.4,0.75,-31.8,-299.4,0.706,52,-0.1,,,,,,,,,,,,
Arctic-GRO III,Yukon,6/5/19,156,Kit 42,18208,13,,,63.5,0.336,0.06,0.033,0.029,0.02,-161,-20.9,9.3,,,,0.32,51,2,7,2,5,1.91,1.05,5.37,24.4,0.63,59,0.2,7.8,2.01,0.84,106,0.45,57.6,,,240.3,4.77,-25.8,-425.4,0.579,379,1.6,22,371.8,7.92,-25.6,432,1.6,12,267.5,7,-25.9,398,1.4
Arctic-GRO III,Yukon,7/26/19,207,Kit 43,8269,14.7,,,86.9,0.082,0.008,0.003,0.002,0,-164,-20,3,,,,0.19,81,1,65,42,7,3.66,1.86,9.42,32.6,1.03,36,0.5,15.6,3.63,1.69,160,0.97,91.8,,,485.9,3.13,-26.1,-615.7,0.388,252,1.6,9,459.4,4.07,-24.9,255,-1.9,4,473.4,4.56,-25,301,-1
Arctic-GRO III,Yukon,8/28/19,240,Kit 44,12544,13.8,,,81,0.16,0.022,0.01,0.009,0.006,-157,-19.2,5,,,,0.24,107,0,4,3,7,3.61,1.61,10.56,34.1,0.79,52,0.3,20.6,3.39,1.54,168,0.94,84.9,,,602.1,5.36,-24.8,-589.3,0.414,448,0.9,14,586.5,6.06,-24.3,358,0.5,9,615.3,4.54,-24.4,374,1.1
